text	x	y	width	height	line_num	filename	page
บาท	1401	773	51	22	21	65075.pdf	29
1.1 เงินเดือน	131	396	135	32	21	65075.pdf	31
6,469,600	1072	400	116	29	21	65075.pdf	31
บาท	1253	399	55	24	21	65075.pdf	31
01107-1	240	557	95	25	21	65075.pdf	32
เงินค่าตอบแทนรายเดือนของข้าราชการ	376	551	372	31	21	65075.pdf	32
42,000	1276	557	81	29	21	65075.pdf	32
บาท	1401	560	51	22	21	65075.pdf	32
01107-1	248	557	94	25	21	65075.pdf	34
เงินค่าตอบแทนรายเดือนของข้าราชการ	384	551	372	31	21	65075.pdf	34
42,000	1276	557	81	29	21	65075.pdf	34
บาท	1401	560	51	22	21	65075.pdf	34
01205-1	240	770	95	25	21	65075.pdf	35
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	759	430	45	21	65075.pdf	35
270,780	1263	770	94	29	21	65075.pdf	35
บาท	1401	773	51	22	21	65075.pdf	35
01205-1	240	770	95	25	21	65075.pdf	36
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	759	430	45	21	65075.pdf	36
406,170	1263	770	94	29	21	65075.pdf	36
บาท	1401	773	51	22	21	65075.pdf	36
01205-1	240	770	95	25	21	65075.pdf	37
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	759	430	45	21	65075.pdf	37
676,950	1263	770	94	29	21	65075.pdf	37
บาท	1401	773	51	22	21	65075.pdf	37
01202-1	240	770	95	25	21	65075.pdf	39
เงินเพิ่มค่าจ้างประจํา	376	759	202	36	21	65075.pdf	39
399,900	1263	770	94	29	21	65075.pdf	39
บาท	1401	773	51	22	21	65075.pdf	39
01201-1	240	663	95	25	21	65075.pdf	41
อัตราเดิม 10 อัตรา	375	659	187	30	21	65075.pdf	41
2,496,760	1244	663	113	29	21	65075.pdf	41
บาท	1401	666	51	22	21	65075.pdf	41
01201-1	240	663	95	25	21	65075.pdf	42
อัตราเดิม 16 อัตรา	375	659	187	30	21	65075.pdf	42
3,745,140	1244	663	113	29	21	65075.pdf	42
บาท	1401	666	51	22	21	65075.pdf	42
1.2 ค่าจ้างประจํา	123	656	203	38	21	65075.pdf	43
81,000	1104	667	84	28	21	65075.pdf	43
บาท	1253	665	55	24	21	65075.pdf	43
1.2 ค่าจ้างประจํา	123	656	203	38	21	65075.pdf	45
162,000	1093	667	95	28	21	65075.pdf	45
บาท	1253	665	55	24	21	65075.pdf	45
01201-1	240	717	95	25	21	65075.pdf	46
อัตราเดิม 4 อัตรา	375	712	174	30	21	65075.pdf	46
140,640	1265	717	92	29	21	65075.pdf	46
บาท	1401	720	51	22	21	65075.pdf	46
01201-1	240	610	95	25	21	65075.pdf	48
อัตราเดิม 29 อัตรา	375	605	187	31	21	65075.pdf	48
7,405,800	1244	610	113	29	21	65075.pdf	48
บาท	1401	613	51	22	21	65075.pdf	48
1.2 ค่าจ้างประจํา	123	710	203	38	21	65075.pdf	50
269,640	1091	719	97	29	21	65075.pdf	50
บาท	1253	719	55	24	21	65075.pdf	50
01201-1	240	770	95	25	21	65075.pdf	52
อัตราเดิม 1 อัตรา	375	765	174	30	21	65075.pdf	52
398,220	1263	770	94	29	21	65075.pdf	52
บาท	1401	773	51	22	21	65075.pdf	52
1. งบบุคลากร	123	353	145	34	21	65075.pdf	54
926,080	1091	353	97	28	21	65075.pdf	54
บาท	1253	346	55	24	21	65075.pdf	54
1. งบบุคลากร	123	353	145	34	21	65075.pdf	55
1,850,360	1074	353	114	28	21	65075.pdf	55
บาท	1253	346	55	24	21	65075.pdf	55
1.2 ค่าจ้างประจํา	123	656	203	38	21	65075.pdf	56
432,360	1091	666	97	29	21	65075.pdf	56
บาท	1253	665	55	24	21	65075.pdf	56
1.2 ค่าจ้างประจํา	123	710	203	38	21	65075.pdf	57
3,260,160	1072	720	116	28	21	65075.pdf	57
บาท	1253	719	55	24	21	65075.pdf	57
01109-1	240	663	95	26	21	65075.pdf	59
เงินช่วยเหลือค่าครองชีพของข้าราชการ	376	658	369	31	21	65075.pdf	59
2,080	1289	663	68	29	21	65075.pdf	59
บาท	1401	666	51	22	21	65075.pdf	59
3. งบลงทุน	121	673	122	34	21	65075.pdf	60
2,945,300	1072	672	116	29	21	65075.pdf	60
บาท	1253	665	55	24	21	65075.pdf	60
- ติดตั้งหน้าต่างอลูมิเนียมบานเลือนคู่	421	651	350	47	21	65075.pdf	61
1.2 ค่าจ้างประจํา	123	710	203	38	22	65075.pdf	27
507,200	1091	720	97	28	22	65075.pdf	27
บาท	1253	719	55	24	22	65075.pdf	27
ค่าครุภัณฑ์ ที่ดินและสิงก่อสร้าง	152	498	311	45	22	65075.pdf	28
2,866,940	1072	507	116	29	22	65075.pdf	28
บาท	1253	506	55	24	22	65075.pdf	28
01201-1	240	717	95	25	22	65075.pdf	29
อัตราเดิม 4 อัตรา	375	712	174	30	22	65075.pdf	29
708,060	1263	717	94	29	22	65075.pdf	29
บาท	1401	720	51	22	22	65075.pdf	29
1. งบบุคลากร	123	353	145	34	22	65075.pdf	31
6,665,500	1072	353	116	28	22	65075.pdf	31
บาท	1253	346	55	24	22	65075.pdf	31
01102-1	240	504	95	25	22	65075.pdf	32
เงินเลื่อนขั้น	376	491	121	38	22	65075.pdf	32
226,500	1263	504	94	29	22	65075.pdf	32
บาท	1401	507	51	22	22	65075.pdf	32
01102-1	248	504	94	25	22	65075.pdf	34
เงินเลื่อนขั้น	384	491	121	38	22	65075.pdf	34
163,200	1265	504	92	29	22	65075.pdf	34
บาท	1401	507	51	22	22	65075.pdf	34
01202-1	240	717	95	25	22	65075.pdf	35
เงินเพิ่มค่าจ้างประจํา	376	706	202	36	22	65075.pdf	35
442,800	1263	717	94	29	22	65075.pdf	35
บาท	1401	720	51	22	22	65075.pdf	35
01202-1	240	717	95	25	22	65075.pdf	36
เงินเพิ่มค่าจ้างประจํา	376	706	202	36	22	65075.pdf	36
664,200	1263	717	94	29	22	65075.pdf	36
บาท	1401	720	51	22	22	65075.pdf	36
01202-1	240	717	95	25	22	65075.pdf	37
เงินเพิ่มค่าจ้างประจํา	376	706	202	36	22	65075.pdf	37
1,107,000	1246	717	111	29	22	65075.pdf	37
บาท	1401	720	51	22	22	65075.pdf	37
01201-1	240	717	95	25	22	65075.pdf	39
อัตราเดิม 45 อัตรา	375	712	187	30	22	65075.pdf	39
9,002,000	1244	717	113	29	22	65075.pdf	39
บาท	1401	720	51	22	22	65075.pdf	39
1.2 ค่าจ้างประจํา	123	603	203	38	22	65075.pdf	41
2,674,320	1072	613	116	29	22	65075.pdf	41
บาท	1253	612	55	24	22	65075.pdf	41
1.2 ค่าจ้างประจํา	123	603	203	38	22	65075.pdf	42
4,011,480	1072	613	116	29	22	65075.pdf	42
บาท	1253	612	55	24	22	65075.pdf	42
01107-1	240	610	95	25	22	65075.pdf	43
เงินค่าตอบแทนรายเดือนของข้าราชการ	376	604	372	31	22	65075.pdf	43
13,440	1278	610	79	29	22	65075.pdf	43
บาท	1401	613	51	22	22	65075.pdf	43
01107-1	248	610	94	25	22	65075.pdf	45
เงินค่าตอบแทนรายเดือนของข้าราชการ	384	604	372	31	22	65075.pdf	45
26,880	1276	610	81	29	22	65075.pdf	45
บาท	1401	613	51	22	22	65075.pdf	45
1.2 ค่าจ้างประจํา	123	656	203	38	22	65075.pdf	46
162,000	1093	667	95	28	22	65075.pdf	46
บาท	1253	665	55	24	22	65075.pdf	46
1.2 ค่าจ้างประจํา	123	550	203	38	22	65075.pdf	48
7,957,000	1072	561	116	28	22	65075.pdf	48
บาท	1253	559	55	24	22	65075.pdf	48
01109-1	240	663	95	26	22	65075.pdf	50
เงินช่วยเหลือค่าครองชีพของข้าราชการ	376	658	369	31	22	65075.pdf	50
6,320	1289	663	68	29	22	65075.pdf	50
บาท	1401	666	51	22	22	65075.pdf	50
1.2 ค่าจ้างประจํา	123	710	203	38	22	65075.pdf	52
404,460	1091	719	97	29	22	65075.pdf	52
บาท	1253	719	55	24	22	65075.pdf	52
งาน: บริหารทัวไปฝ่ายสิงแวดล้อมและสุขาภิบาล	121	289	471	45	22	65075.pdf	54
1,043,110	1243	299	114	29	22	65075.pdf	54
บาท	1399	293	55	24	22	65075.pdf	54
งาน: สุขาภิบาลอาหารและอนามัยสิงแวดล้อม	121	289	445	45	22	65075.pdf	55
2,692,690	1241	300	116	28	22	65075.pdf	55
บาท	1399	293	55	24	22	65075.pdf	55
01108-1	240	610	95	25	22	65075.pdf	56
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	376	599	402	36	22	65075.pdf	56
3,800	1289	610	68	29	22	65075.pdf	56
บาท	1401	613	51	22	22	65075.pdf	56
01109-1	248	663	94	26	22	65075.pdf	57
เงินช่วยเหลือค่าครองชีพของข้าราชการ	384	658	368	31	22	65075.pdf	57
3,120	1289	663	68	29	22	65075.pdf	57
บาท	1401	666	51	22	22	65075.pdf	57
01108-1	240	610	95	25	22	65075.pdf	59
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	376	599	402	36	22	65075.pdf	59
10,520	1278	610	79	29	22	65075.pdf	59
บาท	1401	613	51	22	22	65075.pdf	59
ค่าไฟฟ้า ค่านั้าประปา ค่าโทรศัพท์	165	544	325	38	22	65075.pdf	60
- ติดตั้งประ  ะตูอลูมิเนียมบานเลื่อน จํ จํานวน 4 ชุด	421	597	442	47	22	65075.pdf	61
01107-1	248	663	94	25	23	65075.pdf	27
เงินค่าตอบแทนรายเดือนของข้าราชการ	384	658	372	31	23	65075.pdf	27
118,560	1265	663	92	29	23	65075.pdf	27
บาท	1401	666	51	22	23	65075.pdf	27
3. งบลงทุน	121	460	122	34	23	65075.pdf	28
2,866,940	1072	459	116	29	23	65075.pdf	28
บาท	1253	453	55	24	23	65075.pdf	28
1.2 ค่าจ้างประจํา	123	656	203	38	23	65075.pdf	29
760,800	1091	667	97	28	23	65075.pdf	29
บาท	1253	665	55	24	23	65075.pdf	29
งาน: บริหารทัวไปและบริการทะเบียน	121	289	369	37	23	65075.pdf	31
7,658,200	1241	300	116	28	23	65075.pdf	31
บาท	1399	293	55	24	23	65075.pdf	31
01101-1	240	451	95	25	23	65075.pdf	32
อัตราเดิม 13 อัตรา	375	446	187	31	23	65075.pdf	32
3,775,300	1244	451	113	29	23	65075.pdf	32
บาท	1401	454	51	22	23	65075.pdf	32
01101-1	248	451	94	25	23	65075.pdf	34
อัตราเดิม 10 อัตรา	383	446	187	30	23	65075.pdf	34
2,768,600	1244	451	113	29	23	65075.pdf	34
บาท	1401	454	51	22	23	65075.pdf	34
01201-1	240	663	95	25	23	65075.pdf	35
อัตราเดิม 47 อัตรา	375	659	187	30	23	65075.pdf	35
9,957,640	1244	663	113	29	23	65075.pdf	35
บาท	1401	666	51	22	23	65075.pdf	35
01201-1	240	663	95	25	23	65075.pdf	36
อัตราเดิม 70 อัตรา	375	659	187	30	23	65075.pdf	36
14,936,460	1233	663	124	29	23	65075.pdf	36
บาท	1401	666	51	22	23	65075.pdf	36
01201-1	240	663	95	25	23	65075.pdf	37
อัตราเดิม 118 อัตรา	375	659	200	30	23	65075.pdf	37
24,894,100	1231	663	126	29	23	65075.pdf	37
บาท	1401	666	51	22	23	65075.pdf	37
1.2 ค่าจ้างประจํา	123	656	203	38	23	65075.pdf	39
9,778,100	1072	667	116	28	23	65075.pdf	39
บาท	1253	665	55	24	23	65075.pdf	39
01107-1	240	557	95	25	23	65075.pdf	41
เงินค่าตอบแทนรายเดือนของข้าราชการ	376	551	372	31	23	65075.pdf	41
16,800	1278	557	79	29	23	65075.pdf	41
บาท	1401	560	51	22	23	65075.pdf	41
01107-1	248	557	94	25	23	65075.pdf	42
เงินค่าตอบแทนรายเดือนของข้าราชการ	384	551	372	31	23	65075.pdf	42
25,200	1276	557	81	29	23	65075.pdf	42
บาท	1401	560	51	22	23	65075.pdf	42
01106-1	240	557	95	25	23	65075.pdf	43
เงินประจําตําแหน่ง	376	552	184	30	23	65075.pdf	43
13,440	1278	557	79	29	23	65075.pdf	43
บาท	1401	560	51	22	23	65075.pdf	43
01106-1	248	557	94	25	23	65075.pdf	45
เงินประจําตําแหน่ง	384	552	183	30	23	65075.pdf	45
26,880	1276	557	81	29	23	65075.pdf	45
บาท	1401	560	51	22	23	65075.pdf	45
01107-1	240	610	95	25	23	65075.pdf	46
เงินค่าตอบแทนรายเดือนของข้าราชการ	376	604	372	31	23	65075.pdf	46
26,880	1276	610	81	29	23	65075.pdf	46
บาท	1401	613	51	22	23	65075.pdf	46
01102-1	248	504	94	25	23	65075.pdf	48
เงินเลื่อนขั้น	384	491	121	38	23	65075.pdf	48
81,900	1276	504	81	29	23	65075.pdf	48
บาท	1401	507	51	22	23	65075.pdf	48
01108-1	240	610	95	25	23	65075.pdf	50
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	376	599	402	36	23	65075.pdf	50
12,800	1278	610	79	29	23	65075.pdf	50
บาท	1401	613	51	22	23	65075.pdf	50
01109-1	248	663	94	26	23	65075.pdf	52
เงินช่วยเหลือค่าครองชีพของข้าราชการ	384	658	368	31	23	65075.pdf	52
9,480	1289	663	68	29	23	65075.pdf	52
บาท	1401	666	51	22	23	65075.pdf	52
473	761	116	49	26	23	65075.pdf	54
474	761	116	49	25	23	65075.pdf	55
01107-1	240	557	95	25	23	65075.pdf	56
เงินค่าตอบแทนรายเดือนสําหรับข้าราชการ	376	551	402	31	23	65075.pdf	56
16,800	1278	557	79	29	23	65075.pdf	56
บาท	1401	560	51	22	23	65075.pdf	56
01108-1	248	610	94	25	23	65075.pdf	57
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	384	599	401	36	23	65075.pdf	57
15,780	1278	610	79	29	23	65075.pdf	57
บาท	1401	613	51	22	23	65075.pdf	57
01107-1	240	557	95	25	23	65075.pdf	59
เงินค่าตอบแทนรายเดือนของข้าราชการ	376	551	372	31	23	65075.pdf	59
16,800	1278	557	79	29	23	65075.pdf	59
บาท	1401	560	51	22	23	65075.pdf	59
2.2 ค่าสาธารณูปโภค	121	497	239	46	23	65075.pdf	60
1,567,080	1074	508	114	28	23	65075.pdf	60
บาท	1253	506	55	24	23	65075.pdf	60
- ปรับปรุงห้องเรียนการศึกษาพิเศษ	406	551	334	40	23	65075.pdf	61
01106-1	248	610	94	25	24	65075.pdf	27
เงินประจําตําแหน่ง	384	605	183	30	24	65075.pdf	27
101,760	1265	610	92	29	24	65075.pdf	27
บาท	1401	613	51	22	24	65075.pdf	27
ค่าไฟฟ้า ค่านั้าประปา ค่าโทรศัพท์	165	331	325	38	24	65075.pdf	28
01107-1	240	610	95	25	24	65075.pdf	29
เงินค่าตอบแทนรายเดือนของข้าราชการ	376	604	372	31	24	65075.pdf	29
177,840	1265	610	92	29	24	65075.pdf	29
บาท	1401	613	51	22	24	65075.pdf	29
450	761	116	49	25	24	65075.pdf	31
1.1 เงินเดือน	123	396	135	32	24	65075.pdf	32
4,057,100	1072	400	116	29	24	65075.pdf	32
บาท	1253	399	55	24	24	65075.pdf	32
1.1 เงินเดือน	131	396	135	32	24	65075.pdf	34
2,980,500	1072	401	116	28	24	65075.pdf	34
บาท	1253	399	55	24	24	65075.pdf	34
1.2 ค่าจ้างประจํา	123	603	203	38	24	65075.pdf	35
10,860,460	1061	613	127	29	24	65075.pdf	35
บาท	1253	612	55	24	24	65075.pdf	35
1.2 ค่าจ้างประจํา	123	603	203	38	24	65075.pdf	36
16,290,690	1061	614	127	28	24	65075.pdf	36
บาท	1253	612	55	24	24	65075.pdf	36
1.2 ค่าจ้างประจํา	123	603	203	38	24	65075.pdf	37
27,151,150	1059	614	129	28	24	65075.pdf	37
บาท	1253	612	55	24	24	65075.pdf	37
01109-1	248	610	94	26	24	65075.pdf	39
เงินช่วยเหลือค่าครองชีพของข้าราชการ	384	604	368	31	24	65075.pdf	39
2,600	1289	610	68	29	24	65075.pdf	39
บาท	1401	613	51	22	24	65075.pdf	39
01102-1	240	504	95	25	24	65075.pdf	41
เงินเลื่อนขั้น	376	491	121	38	24	65075.pdf	41
97,520	1276	504	81	29	24	65075.pdf	41
บาท	1401	507	51	22	24	65075.pdf	41
01102-1	248	504	94	25	24	65075.pdf	42
เงินเลื่อนขั้น	384	491	121	38	24	65075.pdf	42
146,280	1265	504	92	29	24	65075.pdf	42
บาท	1401	507	51	22	24	65075.pdf	42
01102-1	240	504	95	25	24	65075.pdf	43
เงินเลื่อนขั้น	376	491	121	38	24	65075.pdf	43
82,200	1276	504	81	29	24	65075.pdf	43
บาท	1401	507	51	22	24	65075.pdf	43
01102-1	248	504	94	25	24	65075.pdf	45
เงินเลื่อนขั้น	384	491	121	38	24	65075.pdf	45
164,400	1265	504	92	29	24	65075.pdf	45
บาท	1401	507	51	22	24	65075.pdf	45
01106-1	240	557	95	25	24	65075.pdf	46
เงินประจําตําแหน่ง	376	552	184	30	24	65075.pdf	46
26,880	1276	557	81	29	24	65075.pdf	46
บาท	1401	560	51	22	24	65075.pdf	46
01101-1	248	451	94	25	24	65075.pdf	48
อัตราเดิม 3 อัตรา	383	446	174	31	24	65075.pdf	48
1,364,900	1246	451	111	29	24	65075.pdf	48
บาท	1401	454	51	22	24	65075.pdf	48
01107-1	240	557	95	25	24	65075.pdf	50
เงินค่าตอบแทนรายเดือนของข้าราชการ	376	551	372	31	24	65075.pdf	50
16,800	1278	557	79	29	24	65075.pdf	50
บาท	1401	560	51	22	24	65075.pdf	50
01108-1	248	610	94	25	24	65075.pdf	52
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	384	599	401	36	24	65075.pdf	52
19,200	1278	610	79	29	24	65075.pdf	52
บาท	1401	613	51	22	24	65075.pdf	52
01102-1	240	504	95	25	24	65075.pdf	56
เงินเลื่อนขั้น	376	491	121	38	24	65075.pdf	56
79,200	1276	504	81	29	24	65075.pdf	56
บาท	1401	507	51	22	24	65075.pdf	56
01107-1	248	557	94	25	24	65075.pdf	57
เงินค่าตอบแทนรายเดือนของข้าราชการ	384	551	372	31	24	65075.pdf	57
25,200	1276	557	81	29	24	65075.pdf	57
บาท	1401	560	51	22	24	65075.pdf	57
01102-1	240	504	95	25	24	65075.pdf	59
เงินเลือนขั้น	376	491	121	38	24	65075.pdf	59
80,040	1276	504	81	29	24	65075.pdf	59
บาท	1401	507	51	22	24	65075.pdf	59
ค่าสารกรองเครื่องกรองน้ำ ฯลฯ	188	438	299	38	24	65075.pdf	60
- สร้างโครงหลังคาเหล็กรีดลอน ขนาด 8 % 21 ม.	421	497	459	32	24	65075.pdf	61
01102-1	248	557	94	25	25	65075.pdf	27
เงินเลื่อนขั้น	384	544	121	38	25	65075.pdf	27
183,280	1265	557	92	29	25	65075.pdf	27
บาท	1401	560	51	22	25	65075.pdf	27
2.2 ค่าสาธารณูปโภค	121	284	239	46	25	65075.pdf	28
1,019,200	1074	295	114	28	25	65075.pdf	28
บาท	1253	293	55	24	25	65075.pdf	28
01106-1	240	557	95	25	25	65075.pdf	29
เงินประจําตําแหน่ง	376	552	184	30	25	65075.pdf	29
152,640	1265	557	92	29	25	65075.pdf	29
บาท	1401	560	51	22	25	65075.pdf	29
1. งบบุคลากร	123	353	145	34	25	65075.pdf	32
4,578,900	1072	352	116	29	25	65075.pdf	32
บาท	1253	346	55	24	25	65075.pdf	32
1. งบบุคลากร	123	353	145	34	25	65075.pdf	34
3,658,800	1072	353	116	28	25	65075.pdf	34
บาท	1253	346	55	24	25	65075.pdf	34
01107-1	240	557	95	25	25	65075.pdf	35
เงินค่าตอบแทนรายเดือนของข้าราชการ	376	551	372	31	25	65075.pdf	35
8,400	1289	557	68	29	25	65075.pdf	35
บาท	1401	560	51	22	25	65075.pdf	35
01107-1	248	557	94	25	25	65075.pdf	36
เงินค่าตอบแทนรายเดือนของข้าราชการ	384	551	372	31	25	65075.pdf	36
12,600	1278	557	79	29	25	65075.pdf	36
บาท	1401	560	51	22	25	65075.pdf	36
01107-1	240	557	95	25	25	65075.pdf	37
เงินค่าตอบแทนรายเดือนของข้าราชการ	376	551	372	31	25	65075.pdf	37
21,000	1276	557	81	29	25	65075.pdf	37
บาท	1401	560	51	22	25	65075.pdf	37
01108-1	248	557	94	25	25	65075.pdf	39
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	384	546	401	36	25	65075.pdf	39
8,500	1289	557	68	29	25	65075.pdf	39
บาท	1401	560	51	22	25	65075.pdf	39
01101-1	240	451	95	25	25	65075.pdf	41
อัตราเดิม 4 อัตรา	375	446	174	30	25	65075.pdf	41
1,589,880	1246	451	111	29	25	65075.pdf	41
บาท	1401	454	51	22	25	65075.pdf	41
01101-1	248	451	94	25	25	65075.pdf	42
อัตราเดิม 7 อัตรา	383	446	174	30	25	65075.pdf	42
2,384,820	1244	451	113	29	25	65075.pdf	42
บาท	1401	454	51	22	25	65075.pdf	42
01101-1	240	451	95	25	25	65075.pdf	43
อัตราเดิม 4 อัตรา	375	446	174	30	25	65075.pdf	43
1,369,860	1246	451	111	29	25	65075.pdf	43
บาท	1401	454	51	22	25	65075.pdf	43
01101-1	248	451	94	25	25	65075.pdf	45
อัตราเดิม 7 อัตรา	383	446	174	30	25	65075.pdf	45
2,739,720	1244	451	113	29	25	65075.pdf	45
บาท	1401	454	51	22	25	65075.pdf	45
01102-1	240	504	95	25	25	65075.pdf	46
เงินเลื่อนขั้น	376	491	121	38	25	65075.pdf	46
164,400	1265	504	92	29	25	65075.pdf	46
บาท	1401	507	51	22	25	65075.pdf	46
1.1 เงินเดือน	131	396	135	32	25	65075.pdf	48
1,446,800	1074	400	114	29	25	65075.pdf	48
บาท	1253	399	55	24	25	65075.pdf	48
01102-1	240	504	95	25	25	65075.pdf	50
เงินเลื่อนขั้น	376	491	121	38	25	65075.pdf	50
111,520	1265	504	92	29	25	65075.pdf	50
บาท	1401	507	51	22	25	65075.pdf	50
01107-1	248	557	94	25	25	65075.pdf	52
เงินค่าตอบแทนรายเดือนของข้าราชการ	384	551	372	31	25	65075.pdf	52
25,200	1276	557	81	29	25	65075.pdf	52
บาท	1401	560	51	22	25	65075.pdf	52
01101-1	240	451	95	25	25	65075.pdf	56
อัตราเดิม 4 อัตรา	375	446	174	30	25	65075.pdf	56
1,316,400	1246	451	111	29	25	65075.pdf	56
บาท	1401	454	51	22	25	65075.pdf	56
01102-1	248	504	94	25	25	65075.pdf	57
เงินเลื่อนขั้น	384	491	121	38	25	65075.pdf	57
120,060	1265	504	92	29	25	65075.pdf	57
บาท	1401	507	51	22	25	65075.pdf	57
01101-1	240	451	95	25	25	65075.pdf	59
อัตราเดิม 7 อัตรา	375	446	174	30	25	65075.pdf	59
1,333,520	1246	451	111	29	25	65075.pdf	59
บาท	1401	454	51	22	25	65075.pdf	59
ค่าอุปกรณ์การเรียนเครืองใช้ส่วนตัวเด็กอนุบาล	188	387	440	45	25	65075.pdf	60
ตามแบบ ขบบ.62/2555 ปริมาตร 16.8 ลบ.ม.	435	447	438	30	25	65075.pdf	61
01101-1	248	504	94	25	26	65075.pdf	27
อัตราเดิม 8 อัตรา	383	499	174	30	26	65075.pdf	27
3,054,320	1244	504	113	29	26	65075.pdf	27
บาท	1401	507	51	22	26	65075.pdf	27
447	761	116	49	25	26	65075.pdf	28
01102-1	240	504	95	25	26	65075.pdf	29
เงินเลื่อนขั้น	376	491	121	38	26	65075.pdf	29
274,920	1263	504	94	29	26	65075.pdf	29
บาท	1401	507	51	22	26	65075.pdf	29
งาน: บริหารทัวไปและบริหารการคลัง	121	289	368	37	26	65075.pdf	32
5,463,300	1241	299	116	29	26	65075.pdf	32
บาท	1399	293	55	24	26	65075.pdf	32
งาน: บริหารทัวไปและจัดเก็บรายได้	121	289	351	37	26	65075.pdf	34
6,292,500	1241	300	116	28	26	65075.pdf	34
บาท	1399	293	55	24	26	65075.pdf	34
01102-1	240	504	95	25	26	65075.pdf	35
เงินเลื่อนขั้น	376	491	121	38	26	65075.pdf	35
44,340	1276	504	81	29	26	65075.pdf	35
บาท	1401	507	51	22	26	65075.pdf	35
01102-1	248	504	94	25	26	65075.pdf	36
เงินเลื่อนขั้น	384	491	121	38	26	65075.pdf	36
66,510	1276	504	81	29	26	65075.pdf	36
บาท	1401	507	51	22	26	65075.pdf	36
01102-1	240	504	95	25	26	65075.pdf	37
เงินเลื่อนขั้น	376	491	121	38	26	65075.pdf	37
110,850	1265	504	92	29	26	65075.pdf	37
บาท	1401	507	51	22	26	65075.pdf	37
01102-1	248	504	94	25	26	65075.pdf	39
เงินเลื่อนขั้น	384	491	121	38	26	65075.pdf	39
22,800	1276	504	81	29	26	65075.pdf	39
บาท	1401	507	51	22	26	65075.pdf	39
1.1 เงินเดือน	123	396	135	32	26	65075.pdf	41
1,704,200	1074	400	114	29	26	65075.pdf	41
บาท	1253	399	55	24	26	65075.pdf	41
1.1 เงินเดือน	131	396	135	32	26	65075.pdf	42
2,556,300	1072	401	116	28	26	65075.pdf	42
บาท	1253	399	55	24	26	65075.pdf	42
1.1 เงินเดือน	123	396	135	32	26	65075.pdf	43
1,478,940	1074	400	114	29	26	65075.pdf	43
บาท	1253	399	55	24	26	65075.pdf	43
1.1 เงินเดือน	131	396	135	32	26	65075.pdf	45
2,957,880	1072	401	116	28	26	65075.pdf	45
บาท	1253	399	55	24	26	65075.pdf	45
01101-1	240	451	95	25	26	65075.pdf	46
อัตราเดิม 7 อัตรา	375	446	174	30	26	65075.pdf	46
2,739,720	1244	451	113	29	26	65075.pdf	46
บาท	1401	454	51	22	26	65075.pdf	46
1. งบบุคลากร	123	353	145	34	26	65075.pdf	48
11,181,400	1061	352	127	29	26	65075.pdf	48
บาท	1253	346	55	24	26	65075.pdf	48
01101-1	240	451	95	25	26	65075.pdf	50
อัตราเดิม 5 อัตรา	375	446	174	30	26	65075.pdf	50
1,858,560	1246	451	111	29	26	65075.pdf	50
บาท	1401	454	51	22	26	65075.pdf	50
01102-1	248	504	94	25	26	65075.pdf	52
เงินเลื่อนขั้น	384	491	121	38	26	65075.pdf	52
167,280	1265	504	92	29	26	65075.pdf	52
บาท	1401	507	51	22	26	65075.pdf	52
1.1 เงินเดือน	123	396	135	32	26	65075.pdf	56
1,416,200	1074	400	114	29	26	65075.pdf	56
บาท	1253	399	55	24	26	65075.pdf	56
01101-1	248	451	94	25	26	65075.pdf	57
อัตราเดิม 10 อัตรา	383	446	187	30	26	65075.pdf	57
2,000,280	1244	451	113	29	26	65075.pdf	57
บาท	1401	454	51	22	26	65075.pdf	57
1.1 เงินเดือน	123	396	135	32	26	65075.pdf	59
1,442,960	1074	400	114	29	26	65075.pdf	59
บาท	1253	399	55	24	26	65075.pdf	59
ส่วนใหญ่เป็นค่าเครื่องหมายสัญลักษณ์ของสถานศึกษาฯ	188	333	518	42	26	65075.pdf	60
- ปรับระดับ พร้อมเทพื้น ค.ส.ล. หนา 0.10 ม.	421	385	431	38	26	65075.pdf	61
1.1 เงินเดือน	131	450	135	32	27	65075.pdf	27
3,457,920	1072	453	116	29	27	65075.pdf	27
บาท	1253	453	55	24	27	65075.pdf	27
01101-1	240	451	95	25	27	65075.pdf	29
อัตราเดิม 11 อัตรา	375	446	187	30	27	65075.pdf	29
4,581,480	1244	451	113	29	27	65075.pdf	29
บาท	1401	454	51	22	27	65075.pdf	29
451	761	116	47	25	27	65075.pdf	32
453	761	116	49	26	27	65075.pdf	34
01101-1	240	451	95	25	27	65075.pdf	35
อัตราเดิม 2 อัตรา	375	446	174	30	27	65075.pdf	35
737,320	1263	451	94	29	27	65075.pdf	35
บาท	1401	454	51	22	27	65075.pdf	35
01101-1	248	451	94	25	27	65075.pdf	36
อัตราเดิม 3 อัตรา	383	446	174	31	27	65075.pdf	36
1,105,980	1246	451	111	29	27	65075.pdf	36
บาท	1401	454	51	22	27	65075.pdf	36
