id,text,amount,filename,page,line_num
270,1.2 ค่าจ้างประจํา 20766900 บาท,20766900,65026.pdf,42,7
271,01201-1 อัตราเดิม 96 อัตรา 18572340 บาท,18572340,65026.pdf,42,8
272,01202-1 เงินเพิ่มค่าจ้างประจํา 1174080 บาท,1174080,65026.pdf,42,9
273,01205-1 เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างประจํา 627540 บาท,627540,65026.pdf,42,10
274,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 392940 บาท,392940,65026.pdf,42,11
275,1.3 ค่าจ้างชั่วคราว 4320000 บาท,4320000,65026.pdf,42,12
276,02101-1 ค่าจ้างชั่วคราว 30 อัตรา 3133500 บาท,3133500,65026.pdf,42,13
277,02102-1 เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างชั่วคราว 466500 บาท,466500,65026.pdf,42,14
278,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 720000 บาท,720000,65026.pdf,42,15
279,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 836370 บาท,836370,65026.pdf,42,16
280,03217-1 เงินสมทบกองทุนประกันสังคม 216000 บาท,216000,65026.pdf,42,17
281,03611-1 ค่าเครื่องแต่งกาย 620370 บาท,620370,65026.pdf,42,18
282,2. งบดําเนินงาน 12852470 บาท,12852470,65026.pdf,42,19
283,2.1 ค่าตอบแทน 12215020 บาท,12215020,65026.pdf,42,21
284,2.2 ค่าใช้สอย 181925 บาท,181925,65026.pdf,42,24
285,2.3 ค่าวัสดุ 455525 บาท,455525,65026.pdf,42,26
286,งานบริหารทั่วไปฝ่ายโยธา 1525560 บาท,1525560,65026.pdf,43,1
287,1. งบบุคลากร 1213460 บาท,1213460,65026.pdf,43,2
288,1.1 เงินเดือน 615480 บาท,615480,65026.pdf,43,3
289,01101-1 อัตราเดิม 2 อัตรา 550040 บาท,550040,65026.pdf,43,4
290,01102-1 เงินเลื่อนขั้น 33000 บาท,33000,65026.pdf,43,5
291,01106-1 เงินประจําตําแหน่ง 13440 บาท,13440,65026.pdf,43,6
292,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 13440 บาท,13440,65026.pdf,43,7
293,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 3200 บาท,3200,65026.pdf,43,8
294,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 2360 บาท,2360,65026.pdf,43,9
295,1.2 ค่าจ้างประจํา 485020 บาท,485020,65026.pdf,43,10
296,01201-1 อัตราเดิม 3 อัตรา 457200 บาท,457200,65026.pdf,43,11
297,01202-1 เงินเพิ่มค่าจ้างประจํา 21900 บาท,21900,65026.pdf,43,12
298,01205-1 เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างประจํา 4900 บาท,4900,65026.pdf,43,13
299,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1020 บาท,1020,65026.pdf,43,14
300,1.3 ค่าจ้างชั่วคราว 86400 บาท,86400,65026.pdf,43,15
301,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 62560 บาท,62560,65026.pdf,43,16
302,02102-1 เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างชั่วคราว 9440 บาท,9440,65026.pdf,43,17
303,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 14400 บาท,14400,65026.pdf,43,18
304,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 26560 บาท,26560,65026.pdf,43,19
305,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 4040 บาท,4040,65026.pdf,43,20
306,03217-1 เงินสมทบกองทุนประกันสังคม 4320 บาท,4320,65026.pdf,43,21
307,03611-1 ค่าเครื่องแต่งกาย 18200 บาท,18200,65026.pdf,43,22
308,2. งบดําเนินงาน 236000 บาท,236000,65026.pdf,43,23
309,2.1 ค่าใช้สอย 53400 บาท,53400,65026.pdf,43,25
310,2.2 ค่าวัสดุ 182600 บาท,182600,65026.pdf,43,28
311,3. งบลงทุน 76100 บาท,76100,65026.pdf,44,1
312,"05101-1 (1) เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน ขนาด 15,000 บีทียู 1 เครื่อง 25900 บาท",25900,65026.pdf,44,4
313,05108-7 2 ตู้เหล็ก แบบ 2 บาน 5 ตู้ 29500 บาท,29500,65026.pdf,44,6
314,05109-6 (3) ตู้เหล็ก แบบ 4 ลิ้นชัก 3 ตู้ 20700 บาท,20700,65026.pdf,44,7
315,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง 2390520 บาท,2390520,65026.pdf,45,1
316,1. งบบุคลากร 2390520 บาท,2390520,65026.pdf,45,2
317,1.1 เงินเดือน 1230960 บาท,1230960,65026.pdf,45,3
318,01101-1 อัตราเดิม 6 อัตรา 1100080 บาท,1100080,65026.pdf,45,4
319,01102-1 เงินเลื่อนขั้น 66000 บาท,66000,65026.pdf,45,5
320,01106-1 เงินประจําตําแหน่ง 26880 บาท,26880,65026.pdf,45,6
321,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 26880 บาท,26880,65026.pdf,45,7
322,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 6400 บาท,6400,65026.pdf,45,8
323,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 4720 บาท,4720,65026.pdf,45,9
324,1.2 ค่าจ้างประจํา 970040 บาท,970040,65026.pdf,45,10
325,01201-1 อัตราเดิม 4 อัตรา 914400 บาท,914400,65026.pdf,45,11
326,01202-1 เงินเพิ่มค่าจ้างประจํา 43800 บาท,43800,65026.pdf,45,12
327,01205-1 เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างประจํา 9800 บาท,9800,65026.pdf,45,13
328,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 2040 บาท,2040,65026.pdf,45,14
329,1.3 ค่าจ้างชั่วคราว 172800 บาท,172800,65026.pdf,45,15
330,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 125120 บาท,125120,65026.pdf,45,16
331,02102-1 เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างชั่วคราว 18880 บาท,18880,65026.pdf,45,17
332,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 28800 บาท,28800,65026.pdf,45,18
333,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 16720 บาท,16720,65026.pdf,45,19
334,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 8080 บาท,8080,65026.pdf,45,20
335,03217-1 เงินสมทบกองทุนประกันสังคม 8640 บาท,8640,65026.pdf,45,21
336,งานบํารุงรักษาซ่อมแซม 5799620 บาท,5799620,65026.pdf,46,1
337,1. งบบุคลากร 2390520 บาท,2390520,65026.pdf,46,2
338,1.1 เงินเดือน 1230960 บาท,1230960,65026.pdf,46,3
339,01101-1 อัตราเดิม 6 อัตรา 1100080 บาท,1100080,65026.pdf,46,4
340,01102-1 เงินเลื่อนขั้น 66000 บาท,66000,65026.pdf,46,5
341,01106-1 เงินประจําตําแหน่ง 26880 บาท,26880,65026.pdf,46,6
342,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 26880 บาท,26880,65026.pdf,46,7
343,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 6400 บาท,6400,65026.pdf,46,8
344,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 4720 บาท,4720,65026.pdf,46,9
345,1.2 ค่าจ้างประจํา 970040 บาท,970040,65026.pdf,46,10
346,01201-1 อัตราเดิม 4 อัตรา 914400 บาท,914400,65026.pdf,46,11
347,01202-1 เงินเพิ่มค่าจ้างประจํา 43800 บาท,43800,65026.pdf,46,12
348,01205-1 เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างประจํา 9800 บาท,9800,65026.pdf,46,13
349,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 2040 บาท,2040,65026.pdf,46,14
350,1.3 ค่าจ้างชั่วคราว 172800 บาท,172800,65026.pdf,46,15
351,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 125120 บาท,125120,65026.pdf,46,16
352,02102-1 เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างชั่วคราว 18880 บาท,18880,65026.pdf,46,17
353,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 28800 บาท,28800,65026.pdf,46,18
354,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 16720 บาท,16720,65026.pdf,46,19
355,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 8080 บาท,8080,65026.pdf,46,20
356,03217-1 เงินสมทบกองทุนประกันสังคม 8640 บาท,8640,65026.pdf,46,21
357,2. งบดําเนินงาน 1906100 บาท,1906100,65026.pdf,46,22
358,2.1 ค่าตอบแทน 790400 บาท,790400,65026.pdf,46,24
359,2.2 ค่าใช้สอย 394000 บาท,394000,65026.pdf,46,26
360,2.3 ค่าวัสดุ 721700 บาท,721700,65026.pdf,46,29
361,3. งบลงทุน 3000 บาท,3000,65026.pdf,47,1
362,05199-3 เทปวัดระยะทางไฟเบอร์ใยแก้ว 2 อัน 3000 บาท,3000,65026.pdf,47,4
363,4. งบรายจ่ายอื่น 1500000 บาท,1500000,65026.pdf,47,5
